id,body_part,equipment,gif_url,name,target
589,back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0589.gif,"lever one arm bent over row ","upper back"
590,shoulders,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0590.gif,"lever one arm shoulder press ",delts
591,"upper arms","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0591.gif,"lever overhand triceps dip",triceps
592,"upper arms","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0592.gif,"lever preacher curl",biceps
593,"upper legs","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0593.gif,"lever reverse hyperextension ",glutes
594,"lower legs","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0594.gif,"lever seated calf raise ",calves
595,waist,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0595.gif,"lever seated crunch (chest pad)",abs
596,chest,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0596.gif,"lever seated fly",pectorals
597,"upper legs","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0597.gif,"lever seated hip abduction",abductors
598,"upper legs","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0598.gif,"lever seated hip adduction",adductors
599,"upper legs","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0599.gif,"lever seated leg curl",hamstrings
600,waist,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0600.gif,"lever seated leg raise crunch ",abs
601,shoulders,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0601.gif,"lever seated reverse fly (parallel grip)",delts
602,shoulders,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0602.gif,"lever seated reverse fly",delts
603,shoulders,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0603.gif,"lever shoulder press ",delts
604,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0604.gif,"lever shrug ",traps
605,"lower legs","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0605.gif,"lever standing calf raise",calves
606,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0606.gif,"lever t bar row ","upper back"
607,"upper arms","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0607.gif,"lever triceps extension",triceps
609,back,rope,http://d205bpvrqc9yn1.cloudfront.net/0609.gif,"london bridge","upper back"
613,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0613.gif,"lying (side) quads stretch",quads
620,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0620.gif,"lying leg raise flat bench",abs
624,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0624.gif,"march sit (wall)",glutes
627,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0627.gif,"mixed grip chin-up",lats
628,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0628.gif,"monster walk",glutes
630,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0630.gif,"mountain climber","cardiovascular system"
631,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0631.gif,"muscle up",lats
634,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0634.gif,"negative crunch",abs
635,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0635.gif,"oblique crunches floor",abs
636,"upper arms","olympic barbell",http://d205bpvrqc9yn1.cloudfront.net/0636.gif,"olympic barbell hammer curl",biceps
637,"upper arms","olympic barbell",http://d205bpvrqc9yn1.cloudfront.net/0637.gif,"olympic barbell triceps extension",triceps
638,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0638.gif,"one arm chin-up",lats
639,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0639.gif,"one arm dip",triceps
640,waist,"medicine ball",http://d205bpvrqc9yn1.cloudfront.net/0640.gif,"one arm slam (with medicine ball)",abs
641,waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/0641.gif,"otis up",abs
642,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0642.gif,"outside leg kick push-up",glutes
643,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0643.gif,"overhead triceps stretch",triceps
648,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0648.gif,"power clean",hamstrings
650,waist,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/0650.gif,"pull-in (on stability ball)",abs
651,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0651.gif,"pull up (neutral grip)",lats
652,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0652.gif,pull-up,lats
653,chest,"bosu ball",http://d205bpvrqc9yn1.cloudfront.net/0653.gif,"push-up (bosu ball)",pectorals
655,chest,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/0655.gif,"push-up (on stability ball)",pectorals
656,chest,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/0656.gif,"push-up (on stability ball)",pectorals
658,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0658.gif,"push-up (wall) v. 2",pectorals
659,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0659.gif,"push-up (wall)",pectorals
660,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0660.gif,"push-up close-grip off dumbbell",triceps
661,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0661.gif,"push-up inside leg kick",glutes
662,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0662.gif,push-up,pectorals
663,chest,"medicine ball",http://d205bpvrqc9yn1.cloudfront.net/0663.gif,"push-up medicine ball",pectorals
664,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0664.gif,"push-up to side plank",abs
666,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0666.gif,"raise single arm push-up",pectorals
668,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0668.gif,"rear decline bridge",glutes
669,shoulders,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0669.gif,"rear deltoid stretch",delts
670,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0670.gif,"rear pull-up",lats
672,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0672.gif,"reverse dip",triceps
673,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0673.gif,"reverse grip machine lat pulldown",lats
674,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0674.gif,"reverse grip pull-up",lats
675,"upper legs","stability ball",http://d205bpvrqc9yn1.cloudfront.net/0675.gif,"reverse hyper extension (on stability ball)",glutes
677,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0677.gif,"ring dips",triceps
678,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0678.gif,"rocky pull-up pulldown",lats
680,back,rope,http://d205bpvrqc9yn1.cloudfront.net/0680.gif,"rope climb","upper back"
684,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0684.gif,"run (equipment)","cardiovascular system"
685,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0685.gif,run,"cardiovascular system"
687,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0687.gif,"russian twist",abs
688,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0688.gif,"scapular pull-up",traps
689,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0689.gif,"seated leg raise",abs
690,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0690.gif,"seated lower back stretch",lats
691,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0691.gif,"seated side crunch (wall)",abs
696,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0696.gif,"self assisted inverse leg curl (on floor)",hamstrings
697,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0697.gif,"self assisted inverse leg curl",hamstrings
699,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0699.gif,"shoulder tap push-up",pectorals
705,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0705.gif,"side bridge v. 2",abs
709,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0709.gif,"side hip (on parallel bars)",abs
710,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0710.gif,"side hip abduction",abductors
716,neck,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0716.gif,"side push neck stretch","levator scapulae"
717,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0717.gif,"side push-up",triceps
720,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0720.gif,"side-to-side chin",lats
721,"lower arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0721.gif,"side wrist pull stretch",forearms
725,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0725.gif,"single arm push-up",pectorals
727,"lower legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0727.gif,"single leg calf raise (on a dumbbell)",calves
730,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0730.gif,"single leg platform slide",hamstrings
735,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0735.gif,"sit-up v. 2",abs
738,"lower legs","sled machine",http://d205bpvrqc9yn1.cloudfront.net/0738.gif,"sled 45Ğ²Â° calf press",calves
739,"upper legs","sled machine",http://d205bpvrqc9yn1.cloudfront.net/0739.gif,"sled 45Ğ²Â° leg press",glutes
740,"upper legs","sled machine",http://d205bpvrqc9yn1.cloudfront.net/0740.gif,"sled 45Ğ²Â° leg wide press",glutes
741,"upper legs","sled machine",http://d205bpvrqc9yn1.cloudfront.net/0741.gif,"sled closer hack squat",glutes
742,"lower legs","sled machine",http://d205bpvrqc9yn1.cloudfront.net/0742.gif,"sled forward angled calf raise",calves
743,"upper legs","sled machine",http://d205bpvrqc9yn1.cloudfront.net/0743.gif,"sled hack squat",glutes
744,"upper legs","sled machine",http://d205bpvrqc9yn1.cloudfront.net/0744.gif,"sled lying squat",glutes
746,back,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0746.gif,"smith back shrug",traps
747,shoulders,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0747.gif,"smith behind neck press",delts
748,chest,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0748.gif,"smith bench press",pectorals
749,"upper legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/0749.gif,"smith bent knee good morning",glutes
750,"upper legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/0750.gif,"smith chair squat",quads
751,"upper arms","smith machine",http://d205bpvrqc9yn1.cloudfront.net/0751.gif,"smith close-grip bench press",triceps
752,"upper legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/0752.gif,"smith deadlift",glutes
753,chest,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0753.gif,"smith decline bench press",pectorals
754,chest,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0754.gif,"smith decline reverse-grip press",pectorals
755,"upper legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/0755.gif,"smith hack squat",glutes
756,waist,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0756.gif,"smith hip raise",abs
757,chest,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0757.gif,"smith incline bench press",pectorals
758,chest,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0758.gif,"smith incline reverse-grip press",pectorals
759,chest,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0759.gif,"smith incline shoulder raises","serratus anterior"
760,"upper legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/0760.gif,"smith leg press",glutes
761,back,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0761.gif,"smith narrow row","upper back"
762,shoulders,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0762.gif,"smith rear delt row",delts
763,"lower legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/0763.gif,"smith reverse calf raises",calves
764,chest,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0764.gif,"smith reverse-grip press",pectorals
765,shoulders,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0765.gif,"smith seated shoulder press",delts
766,shoulders,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0766.gif,"smith shoulder press",delts
767,back,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0767.gif,"smith shrug",traps
768,"upper legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/0768.gif,"smith single leg split squat",quads
769,"upper legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/0769.gif,"smith sprint lunge",glutes
770,"upper legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/0770.gif,"smith squat",glutes
771,"lower arms","smith machine",http://d205bpvrqc9yn1.cloudfront.net/0771.gif,"smith standing back wrist curl",forearms
772,shoulders,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0772.gif,"smith standing behind head military press",delts
773,"lower legs","smith machine",http://d205bpvrqc9yn1.cloudfront.net/0773.gif,"smith standing leg calf raise",calves
774,shoulders,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0774.gif,"smith standing military press",delts
775,shoulders,"smith machine",http://d205bpvrqc9yn1.cloudfront.net/0775.gif,"smith upright row",delts
776,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0776.gif,"snatch pull",quads
777,waist,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0777.gif,"spell caster",abs
778,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0778.gif,"spider crawl push up",glutes
786,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0786.gif,"squat jerk",quads
788,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0788.gif,"standing behind neck press",delts
794,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0794.gif,"standing lateral stretch",lats
795,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0795.gif,"standing single leg curl",hamstrings
796,waist,"wheel roller",http://d205bpvrqc9yn1.cloudfront.net/0796.gif,"standing wheel rollerout",abs
798,cardio,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0798.gif,"stationary bike walk","cardiovascular system"
803,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0803.gif,"superman push-up",pectorals
805,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0805.gif,"suspended abdominal fallout",abs
806,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0806.gif,"suspended push-up",pectorals
807,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0807.gif,"suspended reverse crunch",abs
808,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0808.gif,"suspended row","upper back"
809,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0809.gif,"suspended split squat",quads
811,"upper legs","trap bar",http://d205bpvrqc9yn1.cloudfront.net/0811.gif,"trap bar deadlift",glutes
812,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0812.gif,"triceps dip (bench leg)",triceps
813,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0813.gif,"triceps dip (between benches)",triceps
814,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0814.gif,"triceps dip",triceps
815,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0815.gif,"triceps dips floor",triceps
816,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0816.gif,"triceps press",triceps
817,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0817.gif,"triceps stretch",triceps
818,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0818.gif,"twin handle parallel grip lat pulldown",lats
826,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0826.gif,"vertical leg raise (on parallel bars)",abs
830,"upper arms",weighted,http://d205bpvrqc9yn1.cloudfront.net/0830.gif,"weighted bench dip",triceps
832,waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/0832.gif,"weighted crunch",abs
833,"lower legs",weighted,http://d205bpvrqc9yn1.cloudfront.net/0833.gif,"weighted donkey calf raise",calves
834,shoulders,weighted,http://d205bpvrqc9yn1.cloudfront.net/0834.gif,"weighted front raise",delts
835,back,weighted,http://d205bpvrqc9yn1.cloudfront.net/0835.gif,"weighted hyperextension (on stability ball)",spine
840,waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/0840.gif,"weighted overhead crunch (on stability ball)",abs
841,back,weighted,http://d205bpvrqc9yn1.cloudfront.net/0841.gif,"weighted pull-up",lats
844,shoulders,weighted,http://d205bpvrqc9yn1.cloudfront.net/0844.gif,"weighted round arm",delts
845,waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/0845.gif,"weighted russian twist (legs up)",abs
846,waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/0846.gif,"weighted russian twist",abs
847,"upper arms","medicine ball",http://d205bpvrqc9yn1.cloudfront.net/0847.gif,"weighted seated bicep curl  (on stability ball)",biceps
849,waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/0849.gif,"weighted seated twist (on stability ball)",abs
850,waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/0850.gif,"weighted side bend (on stability ball)",abs
851,"upper legs",weighted,http://d205bpvrqc9yn1.cloudfront.net/0851.gif,"weighted sissy squat",quads
852,"upper legs",weighted,http://d205bpvrqc9yn1.cloudfront.net/0852.gif,"weighted squat",glutes
853,"upper arms",weighted,http://d205bpvrqc9yn1.cloudfront.net/0853.gif,"weighted standing curl",biceps
854,"lower arms",weighted,http://d205bpvrqc9yn1.cloudfront.net/0854.gif,"weighted standing hand squeeze",forearms
856,chest,weighted,http://d205bpvrqc9yn1.cloudfront.net/0856.gif,"weighted svend press",pectorals
857,waist,"wheel roller",http://d205bpvrqc9yn1.cloudfront.net/0857.gif,"wheel rollerout",abs
858,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0858.gif,"wind sprints",abs
859,"lower arms",weighted,http://d205bpvrqc9yn1.cloudfront.net/0859.gif,"wrist rollerer",forearms
860,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0860.gif,"cable kickback",triceps
861,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0861.gif,"cable seated row","upper back"
862,waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0862.gif,"cable twist (up-down)",abs
863,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0863.gif,"dumbbell lying external shoulder rotation",delts
864,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0864.gif,"dumbbell upright shoulder external rotation",delts
865,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0865.gif,"lying leg-hip raise",abs
866,waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/0866.gif,"weighted hanging leg-hip raise",abs
868,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0868.gif,"cable curl",biceps
869,shoulders,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0869.gif,"lever shoulder press  v. 2",delts
870,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0870.gif,butt-ups,abs
871,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0871.gif,"tuck crunch",abs
872,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0872.gif,"reverse crunch",abs
873,waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0873.gif,"cable reverse crunch",abs
874,waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0874.gif,"cable standing crunch (with rope attachment)",abs
968,"upper arms",band,http://d205bpvrqc9yn1.cloudfront.net/0968.gif,"band alternating biceps curl",biceps
969,waist,band,http://d205bpvrqc9yn1.cloudfront.net/0969.gif,"band alternating v-up",abs
970,back,band,http://d205bpvrqc9yn1.cloudfront.net/0970.gif,"band assisted pull-up",lats
971,waist,band,http://d205bpvrqc9yn1.cloudfront.net/0971.gif,"band assisted wheel rollerout",abs
972,waist,band,http://d205bpvrqc9yn1.cloudfront.net/0972.gif,"band bicycle crunch",abs
974,back,band,http://d205bpvrqc9yn1.cloudfront.net/0974.gif,"band close-grip pulldown",lats
975,"upper arms",band,http://d205bpvrqc9yn1.cloudfront.net/0975.gif,"band close-grip push-up",triceps
976,"upper arms",band,http://d205bpvrqc9yn1.cloudfront.net/0976.gif,"band concentration curl",biceps
977,shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/0977.gif,"band front lateral raise",delts
978,shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/0978.gif,"band front raise",delts
979,waist,band,http://d205bpvrqc9yn1.cloudfront.net/0979.gif,"band horizontal pallof press",abs
980,"upper legs",band,http://d205bpvrqc9yn1.cloudfront.net/0980.gif,"band bent-over hip extension",glutes
981,waist,band,http://d205bpvrqc9yn1.cloudfront.net/0981.gif,"band jack knife sit-up",abs
983,back,band,http://d205bpvrqc9yn1.cloudfront.net/0983.gif,"band kneeling one arm pulldown",lats
984,"upper legs",band,http://d205bpvrqc9yn1.cloudfront.net/0984.gif,"band lying hip internal rotation",glutes
985,waist,band,http://d205bpvrqc9yn1.cloudfront.net/0985.gif,"band kneeling twisting crunch",abs
986,"upper arms",band,http://d205bpvrqc9yn1.cloudfront.net/0986.gif,"band one arm overhead biceps curl",biceps
987,"upper legs",band,http://d205bpvrqc9yn1.cloudfront.net/0987.gif,"band one arm single leg split squat",quads
988,back,band,http://d205bpvrqc9yn1.cloudfront.net/0988.gif,"band one arm standing low row","upper back"
989,chest,band,http://d205bpvrqc9yn1.cloudfront.net/0989.gif,"band one arm twisting chest press",pectorals
990,back,band,http://d205bpvrqc9yn1.cloudfront.net/0990.gif,"band one arm twisting seated row","upper back"
991,"upper legs",band,http://d205bpvrqc9yn1.cloudfront.net/0991.gif,"band pull through",glutes
992,waist,band,http://d205bpvrqc9yn1.cloudfront.net/0992.gif,"band push sit-up",abs
993,shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/0993.gif,"band reverse fly",delts
994,"lower arms",band,http://d205bpvrqc9yn1.cloudfront.net/0994.gif,"band reverse wrist curl",forearms
996,"upper legs",band,http://d205bpvrqc9yn1.cloudfront.net/0996.gif,"band seated hip internal rotation",glutes
997,shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/0997.gif,"band shoulder press",delts
998,"upper arms",band,http://d205bpvrqc9yn1.cloudfront.net/0998.gif,"band side triceps extension",triceps
999,"lower legs",band,http://d205bpvrqc9yn1.cloudfront.net/0999.gif,"band single leg calf raise",calves
1000,"lower legs",band,http://d205bpvrqc9yn1.cloudfront.net/1000.gif,"band single leg reverse calf raise",calves
1001,"upper legs",band,http://d205bpvrqc9yn1.cloudfront.net/1001.gif,"band single leg split squat",quads
1002,waist,band,http://d205bpvrqc9yn1.cloudfront.net/1002.gif,"band lying straight leg raise",abs
1003,"upper legs",band,http://d205bpvrqc9yn1.cloudfront.net/1003.gif,"band squat row",glutes
1004,"upper legs",band,http://d205bpvrqc9yn1.cloudfront.net/1004.gif,"band squat",glutes
1005,waist,band,http://d205bpvrqc9yn1.cloudfront.net/1005.gif,"band standing crunch",abs
1007,waist,band,http://d205bpvrqc9yn1.cloudfront.net/1007.gif,"band standing twisting crunch",abs
1008,"upper legs",band,http://d205bpvrqc9yn1.cloudfront.net/1008.gif,"band step-up",glutes
1009,"upper legs",band,http://d205bpvrqc9yn1.cloudfront.net/1009.gif,"band stiff leg deadlift",glutes
1010,back,band,http://d205bpvrqc9yn1.cloudfront.net/1010.gif,"band straight leg deadlift",spine
1011,waist,band,http://d205bpvrqc9yn1.cloudfront.net/1011.gif,"band seated twist",abs
1012,shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/1012.gif,"band twisting overhead press",delts
1013,back,band,http://d205bpvrqc9yn1.cloudfront.net/1013.gif,"band underhand pulldown",lats
1014,waist,band,http://d205bpvrqc9yn1.cloudfront.net/1014.gif,"band v-up",abs
1015,waist,band,http://d205bpvrqc9yn1.cloudfront.net/1015.gif,"band vertical pallof press",abs
1016,"lower arms",band,http://d205bpvrqc9yn1.cloudfront.net/1016.gif,"band wrist curl",forearms
1017,shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/1017.gif,"band y-raise",delts
1018,back,band,http://d205bpvrqc9yn1.cloudfront.net/1018.gif,"band shrug",traps
1022,shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/1022.gif,"band standing rear delt row",delts
1023,"upper legs",band,http://d205bpvrqc9yn1.cloudfront.net/1023.gif,"band straight back stiff leg deadlift",glutes
1160,cardio,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1160.gif,burpee,"cardiovascular system"
1167,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1167.gif,"dynamic chest stretch (male)",pectorals
1201,cardio,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1201.gif,"dumbbell burpee","cardiovascular system"
1253,"lower legs","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/1253.gif,"lever donkey calf raise",calves
1254,chest,band,http://d205bpvrqc9yn1.cloudfront.net/1254.gif,"band bench press",pectorals
1255,chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/1255.gif,"barbell decline pullover",pectorals
1256,chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/1256.gif,"barbell reverse grip decline bench press",pectorals
1257,chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/1257.gif,"barbell reverse grip incline bench press",pectorals
1258,chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/1258.gif,"barbell wide reverse grip bench press",pectorals
1259,chest,assisted,http://d205bpvrqc9yn1.cloudfront.net/1259.gif,"behind head chest stretch",pectorals
1260,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1260.gif,"cable decline one arm press",pectorals
1261,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1261.gif,"cable decline press",pectorals
1262,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1262.gif,"cable one arm decline chest fly",pectorals
1263,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1263.gif,"cable one arm fly on exercise ball",pectorals
1264,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1264.gif,"cable one arm incline fly on exercise ball",pectorals
1265,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1265.gif,"cable one arm incline press",pectorals
1266,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1266.gif,"cable one arm incline press on exercise ball",pectorals
1267,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1267.gif,"cable one arm press on exercise ball",pectorals
1268,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1268.gif,"cable press on exercise ball",pectorals
1269,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1269.gif,"cable standing up straight crossovers",pectorals
1270,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/1270.gif,"cable upper chest crossovers",pectorals
1271,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1271.gif,"chest and front of shoulder stretch",pectorals
1272,chest,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/1272.gif,"chest stretch with exercise ball",pectorals
1273,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1273.gif,"clap push up",pectorals
1274,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1274.gif,"deep push up",pectorals
1275,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/1275.gif,"drop push up",pectorals
1276,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1276.gif,"dumbbell decline one arm fly",pectorals
1277,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1277.gif,"dumbbell fly on exercise ball",pectorals
1278,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1278.gif,"dumbbell incline fly on exercise ball",pectorals
1279,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1279.gif,"dumbbell incline one arm fly",pectorals
