id,body_part,equipment,gif_url,name,target
1,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0001.gif,"3/4 sit-up",abs
2,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0002.gif,"45Â° side bend",abs
3,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0003.gif,"air bike",abs
6,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0006.gif,"alternate heel touchers",abs
7,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0007.gif,"alternate lateral pulldown",lats
9,chest,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0009.gif,"assisted chest dip (kneeling)",pectorals
10,waist,assisted,http://d205bpvrqc9yn1.cloudfront.net/0010.gif,"assisted hanging knee raise with throw down",abs
11,waist,assisted,http://d205bpvrqc9yn1.cloudfront.net/0011.gif,"assisted hanging knee raise",abs
12,waist,assisted,http://d205bpvrqc9yn1.cloudfront.net/0012.gif,"assisted lying leg raise with lateral throw down",abs
13,waist,assisted,http://d205bpvrqc9yn1.cloudfront.net/0013.gif,"assisted lying leg raise with throw down",abs
14,waist,"medicine ball",http://d205bpvrqc9yn1.cloudfront.net/0014.gif,"assisted motion russian twist",abs
15,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0015.gif,"assisted parallel close grip pull-up",lats
16,"upper legs",assisted,http://d205bpvrqc9yn1.cloudfront.net/0016.gif,"assisted prone hamstring",hamstrings
17,back,"leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0017.gif,"assisted pull-up",lats
18,"upper arms",assisted,http://d205bpvrqc9yn1.cloudfront.net/0018.gif,"assisted standing triceps extension (with towel)",triceps
19,"upper arms","leverage machine",http://d205bpvrqc9yn1.cloudfront.net/0019.gif,"assisted triceps dip (kneeling)",triceps
20,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0020.gif,"balance board",quads
22,back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0022.gif,"barbell pullover to press",lats
23,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0023.gif,"barbell alternate biceps curl",biceps
24,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0024.gif,"barbell bench front squat",quads
25,chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0025.gif,"barbell bench press",pectorals
26,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0026.gif,"barbell bench squat",quads
27,back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0027.gif,"barbell bent over row","upper back"
28,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0028.gif,"barbell clean and press",quads
29,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0029.gif,"barbell clean-grip front squat",glutes
30,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0030.gif,"barbell close-grip bench press",triceps
31,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0031.gif,"barbell curl",biceps
32,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0032.gif,"barbell deadlift",glutes
33,chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0033.gif,"barbell decline bench press",pectorals
34,back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0034.gif,"barbell decline bent arm pullover",lats
35,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0035.gif,"barbell decline close grip to skull press",triceps
36,chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0036.gif,"barbell decline wide-grip press",pectorals
37,back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0037.gif,"barbell decline wide-grip pullover",lats
38,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0038.gif,"barbell drag curl",biceps
39,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0039.gif,"barbell front chest squat",glutes
40,chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0040.gif,"barbell front raise and pullover",pectorals
41,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0041.gif,"barbell front raise",delts
42,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0042.gif,"barbell front squat",glutes
43,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0043.gif,"barbell full squat",glutes
44,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0044.gif,"barbell good morning",hamstrings
45,chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0045.gif,"barbell guillotine bench press",pectorals
46,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0046.gif,"barbell hack squat",glutes
47,chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0047.gif,"barbell incline bench press",pectorals
48,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0048.gif,"barbell incline reverse-grip press",triceps
49,back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0049.gif,"barbell incline row","upper back"
50,chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0050.gif,"barbell incline shoulder raise","serratus anterior"
51,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0051.gif,"barbell jefferson squat",glutes
52,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0052.gif,"barbell jm bench press",triceps
53,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0053.gif,"barbell jump squat",glutes
54,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0054.gif,"barbell lunge",glutes
55,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0055.gif,"barbell lying close-grip press",triceps
56,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0056.gif,"barbell lying close-grip triceps extension",triceps
57,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0057.gif,"barbell lying extension",triceps
58,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0058.gif,"barbell lying lifting (on hip)",glutes
59,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0059.gif,"barbell lying preacher curl",biceps
60,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0060.gif,"barbell lying triceps extension skull crusher",triceps
61,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0061.gif,"barbell lying triceps extension",triceps
63,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0063.gif,"barbell narrow stance squat",glutes
64,back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0064.gif,"barbell one arm bent over row","upper back"
65,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0065.gif,"barbell one arm floor press",triceps
66,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0066.gif,"barbell one arm side deadlift",glutes
67,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0067.gif,"barbell one arm snatch",delts
68,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0068.gif,"barbell one leg squat",quads
69,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0069.gif,"barbell overhead squat",quads
70,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0070.gif,"barbell preacher curl",biceps
71,waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/0071.gif,"barbell press sit-up",abs
72,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0072.gif,"barbell prone incline curl",biceps
73,back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0073.gif,"barbell pullover",lats
74,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0074.gif,"barbell rack pull",glutes
75,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0075.gif,"barbell rear delt raise",delts
76,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0076.gif,"barbell rear delt row",delts
77,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0077.gif,"barbell rear lunge v. 2",glutes
78,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0078.gif,"barbell rear lunge",glutes
79,"lower arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0079.gif,"barbell revers wrist curl v. 2",forearms
80,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0080.gif,"barbell reverse curl",biceps
81,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0081.gif,"barbell reverse preacher curl",biceps
82,"lower arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0082.gif,"barbell reverse wrist curl",forearms
83,waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/0083.gif,"barbell rollerout from bench",abs
84,waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/0084.gif,"barbell rollerout",abs
85,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0085.gif,"barbell romanian deadlift",glutes
86,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0086.gif,"barbell seated behind head military press",delts
87,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0087.gif,"barbell seated bradford rocky press",delts
88,"lower legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0088.gif,"barbell seated calf raise",calves
89,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0089.gif,"barbell seated close-grip concentration curl",biceps
90,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0090.gif,"barbell seated good morning",glutes
91,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0091.gif,"barbell seated overhead press",delts
92,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0092.gif,"barbell seated overhead triceps extension",triceps
94,waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/0094.gif,"barbell seated twist",abs
95,back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0095.gif,"barbell shrug",traps
96,waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/0096.gif,"barbell side bent v. 2",abs
97,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0097.gif,"barbell side split squat v. 2",quads
98,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0098.gif,"barbell side split squat",quads
99,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0099.gif,"barbell single leg split squat",quads
100,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0100.gif,"barbell skier",delts
101,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0101.gif,"barbell speed squat",glutes
102,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0102.gif,"barbell squat (on knees)",quads
103,waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/0103.gif,"barbell standing ab rollerout",abs
104,"lower arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0104.gif,"barbell standing back wrist curl",forearms
105,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0105.gif,"barbell standing bradford press",delts
106,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0106.gif,"barbell standing close grip curl",biceps
107,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0107.gif,"barbell standing front raise over head",delts
108,"lower legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0108.gif,"barbell standing leg calf raise",calves
109,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0109.gif,"barbell standing overhead triceps extension",triceps
110,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0110.gif,"barbell standing reverse grip curl",biceps
111,"lower legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0111.gif,"barbell standing rocking leg calf raise",calves
112,waist,barbell,http://d205bpvrqc9yn1.cloudfront.net/0112.gif,"barbell standing twist",abs
113,"upper arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0113.gif,"barbell standing wide-grip curl",biceps
114,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0114.gif,"barbell step-up",glutes
115,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0115.gif,"barbell stiff leg good morning",glutes
116,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0116.gif,"barbell straight leg deadlift",hamstrings
117,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0117.gif,"barbell sumo deadlift",glutes
118,back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0118.gif,"barbell reverse grip bent over row","upper back"
119,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0119.gif,"barbell upright row v. 2",delts
120,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0120.gif,"barbell upright row",delts
121,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0121.gif,"barbell upright row v. 3",delts
122,chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0122.gif,"barbell wide bench press",pectorals
123,shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0123.gif,"barbell wide-grip upright row",delts
124,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0124.gif,"barbell wide squat",quads
125,"lower arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0125.gif,"barbell wrist curl v. 2",forearms
126,"lower arms",barbell,http://d205bpvrqc9yn1.cloudfront.net/0126.gif,"barbell wrist curl",forearms
127,"upper legs",barbell,http://d205bpvrqc9yn1.cloudfront.net/0127.gif,"barbell zercher squat",glutes
128,shoulders,rope,http://d205bpvrqc9yn1.cloudfront.net/0128.gif,"battling ropes",delts
129,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0129.gif,"bench dip (knees bent)",triceps
130,"upper legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0130.gif,"bench hip extension",glutes
137,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0137.gif,body-up,triceps
138,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0138.gif,bottoms-up,abs
139,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0139.gif,"biceps narrow pull-ups",biceps
140,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0140.gif,"biceps pull-up",biceps
148,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0148.gif,"cable alternate shoulder press",delts
149,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0149.gif,"cable alternate triceps extension",triceps
150,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0150.gif,"cable bar lateral pulldown",lats
151,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0151.gif,"cable bench press",pectorals
152,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0152.gif,"cable concentration extension (on knee)",triceps
153,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0153.gif,"cable cross-over lateral pulldown",lats
154,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0154.gif,"cable cross-over revers fly",delts
155,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0155.gif,"cable cross-over variation",pectorals
157,"upper legs",cable,http://d205bpvrqc9yn1.cloudfront.net/0157.gif,"cable deadlift",glutes
158,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0158.gif,"cable decline fly",pectorals
159,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0159.gif,"cable decline seated wide-grip row","upper back"
160,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0160.gif,"cable floor seated wide-grip row","upper back"
161,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0161.gif,"cable forward raise",delts
162,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0162.gif,"cable front raise",delts
164,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0164.gif,"cable front shoulder raise",delts
165,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0165.gif,"cable hammer curl (with rope)",biceps
167,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0167.gif,"cable high row (kneeling)","upper back"
168,"upper legs",cable,http://d205bpvrqc9yn1.cloudfront.net/0168.gif,"cable hip adduction",adductors
169,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0169.gif,"cable incline bench press",pectorals
170,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0170.gif,"cable incline fly (on stability ball)",pectorals
171,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0171.gif,"cable incline fly",pectorals
172,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0172.gif,"cable incline pushdown",lats
173,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0173.gif,"cable incline triceps extension",triceps
174,waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0174.gif,"cable judo flip",abs
175,waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0175.gif,"cable kneeling crunch",abs
176,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0176.gif,"cable kneeling triceps extension",triceps
177,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0177.gif,"cable lateral pulldown (with rope attachment)",lats
178,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0178.gif,"cable lateral raise",delts
179,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0179.gif,"cable low fly",pectorals
180,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0180.gif,"cable low seated row","upper back"
182,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0182.gif,"cable lying close-grip curl",biceps
184,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0184.gif,"cable lying extension pullover (with rope attachment)",lats
185,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0185.gif,"cable lying fly",pectorals
186,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0186.gif,"cable lying triceps extension v. 2",triceps
188,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0188.gif,"cable middle fly",pectorals
189,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0189.gif,"cable one arm bent over row","upper back"
190,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0190.gif,"cable one arm curl",biceps
191,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0191.gif,"cable one arm lateral bent-over",pectorals
192,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0192.gif,"cable one arm lateral raise",delts
193,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0193.gif,"cable one arm straight back high row (kneeling)","upper back"
194,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0194.gif,"cable overhead triceps extension (rope attachment)",triceps
195,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0195.gif,"cable preacher curl",biceps
196,"upper legs",cable,http://d205bpvrqc9yn1.cloudfront.net/0196.gif,"cable pull through (with rope)",glutes
197,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0197.gif,"cable pulldown (pro lat bar)",lats
198,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0198.gif,"cable pulldown",lats
199,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0199.gif,"cable pushdown (straight arm) v. 2",lats
200,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0200.gif,"cable pushdown (with rope attachment)",triceps
201,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0201.gif,"cable pushdown",triceps
202,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0202.gif,"cable rear delt row (stirrups)",delts
203,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0203.gif,"cable rear delt row (with rope)",delts
204,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0204.gif,"cable rear drive",triceps
205,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0205.gif,"cable rear pulldown",lats
206,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0206.gif,"cable reverse curl",biceps
207,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0207.gif,"cable reverse-grip pushdown",triceps
208,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0208.gif,"cable reverse-grip straight back seated high row","upper back"
209,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0209.gif,"cable reverse preacher curl",biceps
210,"lower arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0210.gif,"cable reverse wrist curl",forearms
211,waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0211.gif,"cable russian twists (on stability ball)",abs
212,waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0212.gif,"cable seated crunch",abs
213,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0213.gif,"cable seated high row (v-bar)",lats
214,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0214.gif,"cable seated one arm alternate row","upper back"
215,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0215.gif,"cable seated rear lateral raise",delts
216,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0216.gif,"cable seated shoulder internal rotation",delts
218,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0218.gif,"cable seated wide-grip row","upper back"
219,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0219.gif,"cable shoulder press",delts
220,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0220.gif,"cable shrug",traps
221,waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0221.gif,"cable side bend crunch (bosu ball)",abs
222,waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0222.gif,"cable side bend",abs
223,waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0223.gif,"cable side crunch",abs
224,"lower arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0224.gif,"cable standing back wrist curl",forearms
225,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0225.gif,"cable standing cross-over high reverse fly",delts
226,waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0226.gif,"cable standing crunch",abs
227,chest,cable,http://d205bpvrqc9yn1.cloudfront.net/0227.gif,"cable standing fly",pectorals
228,"upper legs",cable,http://d205bpvrqc9yn1.cloudfront.net/0228.gif,"cable standing hip extension",glutes
229,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0229.gif,"cable standing inner curl",biceps
230,waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0230.gif,"cable standing lift",abs
231,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0231.gif,"cable standing one arm triceps extension",triceps
232,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0232.gif,"cable standing pulldown (with rope)",biceps
233,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0233.gif,"cable standing rear delt row (with rope)",delts
234,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0234.gif,"cable standing row (v-bar)","upper back"
235,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0235.gif,"cable standing shoulder external rotation",delts
236,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0236.gif,"cable standing twist row (v-bar)","upper back"
237,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0237.gif,"cable straight arm pulldown (with rope)",lats
238,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0238.gif,"cable straight arm pulldown",lats
239,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0239.gif,"cable straight back seated row","upper back"
240,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0240.gif,"cable supine reverse fly",delts
241,"upper arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0241.gif,"cable triceps pushdown (v-bar)",triceps
242,waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0242.gif,"cable tuck reverse crunch",abs
243,waist,cable,http://d205bpvrqc9yn1.cloudfront.net/0243.gif,"cable twist",abs
244,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0244.gif,"cable twisting pull",lats
245,back,cable,http://d205bpvrqc9yn1.cloudfront.net/0245.gif,"cable underhand pulldown",lats
246,shoulders,cable,http://d205bpvrqc9yn1.cloudfront.net/0246.gif,"cable upright row",delts
247,"lower arms",cable,http://d205bpvrqc9yn1.cloudfront.net/0247.gif,"cable wrist curl",forearms
248,back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0248.gif,"cambered bar lying row","upper back"
251,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0251.gif,"chest dip",pectorals
253,back,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0253.gif,"chin-ups (narrow parallel grip)","upper back"
257,"lower legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0257.gif,"circles knee stretch",calves
258,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0258.gif,"clock push-up",pectorals
259,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0259.gif,"close-grip push-up",triceps
260,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0260.gif,cocoons,abs
262,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0262.gif,"cross body crunch",abs
267,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0267.gif,"crunch (hands overhead)",abs
271,waist,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/0271.gif,"crunch (on stability ball)",abs
272,waist,"stability ball",http://d205bpvrqc9yn1.cloudfront.net/0272.gif,"crunch (on stability ball, arms straight)",abs
274,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0274.gif,"crunch floor",abs
276,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0276.gif,"dead bug",abs
277,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0277.gif,"decline crunch",abs
279,chest,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0279.gif,"decline push-up",pectorals
282,waist,"body weight",http://d205bpvrqc9yn1.cloudfront.net/0282.gif,"decline sit-up",abs
283,"upper arms","body weight",http://d205bpvrqc9yn1.cloudfront.net/0283.gif,"diamond push-up",triceps
284,"lower legs","body weight",http://d205bpvrqc9yn1.cloudfront.net/0284.gif,"donkey calf raise",calves
285,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0285.gif,"dumbbell alternate biceps curl",biceps
286,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0286.gif,"dumbbell alternate side press",delts
287,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0287.gif,"dumbbell arnold press v. 2",delts
288,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0288.gif,"dumbbell around pullover",pectorals
289,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0289.gif,"dumbbell bench press",pectorals
290,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0290.gif,"dumbbell bench seated press",delts
291,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0291.gif,"dumbbell bench squat",glutes
292,back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0292.gif,"dumbbell one arm bent-over row","upper back"
293,back,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0293.gif,"dumbbell bent over row","upper back"
294,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0294.gif,"dumbbell biceps curl",biceps
295,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0295.gif,"dumbbell clean",glutes
296,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0296.gif,"dumbbell close-grip press",triceps
297,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0297.gif,"dumbbell concentration curl",biceps
298,"upper arms",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0298.gif,"dumbbell cross body hammer curl",biceps
299,shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0299.gif,"dumbbell cuban press",delts
300,"upper legs",dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0300.gif,"dumbbell deadlift",glutes
301,chest,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0301.gif,"dumbbell decline bench press",pectorals
